indice_tiempo,demanda_total,demanda_residencial,comercio_e_industria,grandes_usuarios,temperatura_promedio,potencia_maxima,ede_tucuman,edelap_sa,edenor_distribuidor,edesal_distribuidor,edestesa_emp_dist__este,edesur_distribuidor,emp_de_energia_de_rio_negro_sa,emp_dist_energ_atlantica,emp_de_energia_de_la_rioja_sa,emp_dist_energia_de_salta,emp_electric_misiones_sa,empresa_dis_estero_sa,empresa_jujenia_de_energia_sa,energia_de_catamarca_sa,energia_de_entre_rios_sa,energia_de_mendoza_sa,energia_san_juan_sa_exedessa,epec_distribuidor,epen_distribuidor,epesf_distribuidor,recursos_y_energia_formosa_sa,secheep,spse_santa_cruz
2015-02-01,10665.086621000006,4438.153482000003,4194.9331390000025,2032.0,24.7,23573.0,227.302584,189.58576499999998,1707.985804,93.399851,61.712585,1420.045899,119.24667899999999,235.327855,100.628974,148.52098999999998,184.748883,124.87954600000002,73.58270900000001,77.72053400000001,249.892135,282.342942,147.347887,690.0409380000001,73.901468,811.9302340000002,121.24958299999999,251.28667,36.65114500000001
2015-03-01,11548.527071999993,4823.967699999999,4487.559371999994,2237.0,22.9,23409.0,237.30299100000005,204.626881,1870.4712450000002,102.817606,65.50392699999999,1550.857781,132.228008,236.96734899999998,101.27785,160.349205,199.970423,127.402728,74.97307400000001,74.959228,252.52469200000002,297.340145,160.19827600000002,771.5727150000001,83.799954,875.7063589999999,126.53111700000001,263.638286,43.460947
2015-04-01,10026.434760000004,3756.852843000005,4112.581916999999,2157.0,20.6,20116.0,209.09938999999997,178.31115499999999,1538.041729,90.35691,57.278243,1299.088101,111.77721799999999,209.74596800000003,82.280099,142.96187799999998,159.207467,106.524741,67.43577600000002,72.369997,210.62875800000003,260.323726,119.233775,678.079929,75.377217,746.8219359999999,89.97766700000001,199.05091700000003,46.697342000000006
2015-05-01,10467.633693,4224.672651000004,4096.961041999995,2146.0,16.8,20450.0,201.915258,208.97880499999997,1761.867788,96.07173200000001,56.610917,1422.0746909999998,116.404725,222.40596899999997,79.615837,146.37910300000001,155.513859,95.36220200000001,68.35116400000001,71.42527799999999,207.33901799999998,276.226057,122.393221,707.880221,79.57960800000001,745.8304319999999,79.56585199999999,181.197793,51.361831
2015-06-01,11254.419667000002,4941.275589999999,4223.144077000003,2090.0,13.5,23529.0,214.655272,240.38481399999998,2068.717387,108.237354,58.664341,1625.084879,113.805597,226.948687,90.543949,150.913618,148.170179,99.84172600000001,70.439689,79.35978700000001,220.00886700000004,293.59027000000003,141.19994,773.3498159999999,80.09321700000001,814.001109,79.21663000000001,186.400079,53.069451
2015-07-01,11907.361918999997,5513.1608819999965,4299.201037000001,2095.0,12.7,22997.0,233.53502000000003,260.810309,2247.438446,118.48015600000002,62.860607,1757.698666,117.03489900000002,246.289108,99.73363,165.297839,118.649856,109.31244699999999,76.694304,89.37773800000001,234.98479500000002,315.39633100000003,156.03511500000002,830.8626540000001,84.02450200000001,871.5895330000001,80.494939,189.023823,54.35702500000001
2015-08-01,11130.262807999994,4797.705121999998,4232.157685999997,2100.4,15.0,22363.0,216.92453400000002,233.23558300000002,1990.8070940000002,107.22237,59.619935,1585.268157,113.288315,235.72279500000002,93.444539,151.382082,126.332811,100.73103,72.62078299999999,75.817227,217.599027,299.347607,136.367166,759.536116,82.718395,799.7427299999998,86.657053,193.62968300000003,52.634392000000005
2015-09-01,10552.903241000002,4350.5139450000015,4078.989296,2123.4,14.6,21398.0,199.219454,219.893294,1837.1396200000001,102.49804799999998,62.090239000000004,1485.937335,106.63481699999998,222.379381,88.25089800000002,142.74201,145.79971899999998,95.15625600000001,68.295199,72.102239,204.972872,263.082424,120.59366399999999,703.121753,77.23145199999999,727.418486,87.497539,172.15261900000002,48.544646
2015-10-01,10722.174389000009,4362.416913000002,4082.757476000007,2277.0,15.9,20628.0,211.06717500000002,212.355,1778.4145899999999,107.829968,64.446281,1442.640836,103.519133,227.98507,94.811792,155.05037299999998,171.63279500000002,104.534001,74.267247,76.80859800000002,208.600986,264.89847,127.699568,710.114035,76.364362,720.473971,102.09292400000001,194.59729099999998,48.662512
2015-11-01,10219.189482,3922.9010429999967,4073.2884390000036,2223.0,20.2,20411.0,220.71006200000002,181.94203300000004,1572.308718,92.01239100000001,53.87817400000001,1307.282798,101.55027899999999,210.10431400000002,95.60990400000001,153.731557,170.86391999999998,114.25630199999999,73.157946,77.625135,212.98352400000002,245.92155800000003,123.036965,687.934163,73.508336,742.257816,110.043298,216.07044800000003,40.964203999999995
2015-12-01,11909.435560999998,5196.471959999996,4559.963601000002,2153.0,24.8,23727.0,275.304364,218.150706,1978.338187,105.084956,70.61266,1632.3312849999998,109.91498999999999,242.206703,119.38155600000002,173.23017800000002,152.413654,155.350902,88.184527,94.704965,267.668304,301.263625,177.38115100000002,808.0556989999999,79.850068,940.607976,131.806085,269.113537,44.45036900000001
2016-01-01,12344.911762000002,5651.444905999999,4611.466856000003,2082.0,26.1,24885.0,284.54899900000004,209.12240899999998,2036.07109,112.022261,65.289939,1640.368476,113.23677400000001,268.040801,119.571512,175.903397,181.615528,168.62522,88.27763900000001,96.00531900000001,319.330311,298.78247700000003,181.349663,847.4286,80.18918300000001,1050.3582749999998,156.980581,313.72207000000003,41.52773100000001
2016-02-01,11731.845100999999,5012.872809000001,4674.972291999998,2044.0,26.1,25380.0,265.020706,210.51485499999998,1938.2132340000003,109.07484600000001,63.02623399999999,1565.6169180000002,120.743833,247.83238900000003,111.58213699999999,150.51190499999996,180.954559,159.768183,82.119606,91.14224500000002,282.028072,300.010397,179.46611299999998,788.4540249999999,78.00608799999999,963.2994539999999,143.167228,291.99275599999993,38.85307800000001
2016-03-01,10461.475919999999,4021.3248869999998,4328.151032999999,2112.0,21.2,23139.0,222.19727300000002,188.10564999999997,1613.2566809999998,99.683955,63.65461400000001,1340.1094520000001,123.44064700000003,225.77393,94.028934,154.23150299999995,164.41356399999998,116.466524,72.808029,78.82974800000001,231.07591500000004,259.775456,143.76437300000003,724.7635690000002,81.53424399999999,787.033456,113.59673700000002,216.083215,45.670144
2016-04-01,10292.000855999997,4104.173855999997,4148.827,2039.0,17.3,21340.0,207.97253099999998,196.92727800000006,1656.8749269999996,97.057548,56.737624,1345.129048,107.97271800000001,210.65372500000004,79.92999800000001,151.161269,189.81633599999998,101.13253,70.045469,72.658518,213.801434,243.66058099999998,121.11713900000001,715.9783040000001,76.42044100000001,752.8455900000001,122.388384,238.29504799999998,49.378269
2016-05-01,11358.011628,4941.1651679999995,4359.846460000001,2057.0,12.6,21679.0,226.35503500000004,249.21977099999998,2092.4092140000002,108.378623,55.852247000000006,1646.214849,115.68577499999999,230.95468699999998,87.470052,163.713908,160.54442300000002,101.10469800000001,76.805262,80.524984,228.837143,266.57456899999994,141.839905,781.2951350000001,82.034204,825.2937800000002,83.345135,182.71052000000003,53.19719
2016-06-01,11812.94705,5634.190447000001,4282.756603,1896.0,10.6,22368.0,248.34273499999998,268.89236900000003,2272.6704940000004,118.151324,55.83429399999999,1753.1672119999998,112.91538399999999,233.24865899999998,99.20213900000003,178.071189,173.711009,115.806948,83.831623,94.06965600000002,239.999754,277.102842,157.713985,847.3504059999999,83.679101,883.937134,86.114496,200.38284600000003,53.745217
2016-07-01,11929.645375,5614.534651000001,4366.110723999999,1949.0,11.0,22230.0,240.326451,275.246878,2298.0944009999994,117.79369100000001,56.179857,1773.072347,113.30248300000001,241.421253,94.87854000000002,169.07931599999995,170.695269,114.04345300000001,79.227667,92.319241,239.58309499999993,280.0153429999999,156.418089,854.9195390000002,84.35546400000001,895.672864,84.709507,191.444745,54.08161899999999
2016-08-01,10855.441952,4663.7960349999985,4249.645917000001,1942.0,13.8,21455.0,206.09536799999998,244.47699300000002,1989.368399,103.501233,56.925992,1544.8470499999999,105.96346800000002,232.81216100000003,90.62599,151.75459899999998,166.574364,96.26229400000001,70.94066399999998,75.862297,216.815471,261.533126,128.39069400000002,742.022952,83.431561,790.4564119999999,87.71247399999999,182.87413800000007,51.722604000000004
2016-09-01,10382.081134,4351.1817740000015,4063.8993599999985,1967.0,14.3,22265.0,207.99447700000002,223.68150500000002,1833.8555910000002,100.544455,63.18781200000001,1434.395261,100.767439,215.32435700000005,92.82922500000001,153.10748400000003,158.70846799999995,98.495419,72.02681499999998,76.010409,207.88425900000001,268.241219,125.20773400000002,705.6274070000001,75.96861599999998,728.396706,83.485283,183.55559500000007,49.070319999999995
2016-10-01,9956.038875000004,3953.447552000002,3985.5913230000024,2017.0,17.8,19051.0,211.325659,195.85923200000002,1610.9551939999997,96.988813,62.799073,1284.0620330000002,96.58510599999998,216.500755,95.16374499999999,160.299271,166.89021400000001,103.664904,74.106382,76.35454600000001,203.542806,256.68263199999996,122.58481899999998,675.490342,73.77833,693.590116,94.66975500000001,194.564401,48.288672000000005
2016-11-01,10132.540584,3970.3276740000006,4142.21291,2020.0,21.1,20425.0,229.07306899999998,183.237063,1590.147126,97.05664099999998,62.49497200000002,1266.239464,97.22153899999998,207.04122,106.39619999999998,156.174654,182.511052,119.82956100000001,71.778762,81.66218599999999,217.780501,267.13900399999994,139.78498299999998,701.3596140000001,72.24224299999999,741.342911,98.39776400000001,226.398924,44.99003200000001
2016-12-01,11853.854388000005,5148.817670000004,4687.036718000001,2018.0,25.3,23266.0,286.955707,217.249225,1954.1988760000002,112.230941,74.591339,1597.9504980000002,110.609864,234.976952,127.90389499999999,168.58482500000002,217.921788,154.60837,88.499519,94.149996,273.32147,309.74004399999995,181.28023400000004,809.8831120000001,79.477198,920.9011029999999,125.81353400000002,288.79786400000006,44.486765999999996
2017-01-01,12524.865645999998,5681.816626,4849.049019999999,1994.0,25.7,24717.0,312.038782,218.25668900000002,2048.046383,118.42378599999999,88.724784,1652.6613320000001,121.58765500000001,266.01583400000004,140.029942,182.24211099999997,231.870488,180.34143100000003,93.28456300000002,103.83303400000001,294.33662899999996,367.5227980000001,211.584867,864.9721049999999,83.03989800000002,992.8740369999999,150.692819,323.79866899999996,43.789701
2017-02-01,11074.906498999999,4618.226099999999,4551.680399,1905.0,25.4,25628.0,254.857809,197.38525799999996,1825.6220570000003,107.17996500000001,71.16647499999999,1463.3342759999998,122.757619,228.15241600000002,111.666438,154.80077599999998,206.48006600000005,143.326662,81.550706,84.58343300000001,257.025794,292.955177,167.93821499999996,750.517639,78.130393,862.4196220000001,135.323593,267.243387,40.865438999999995
2017-03-01,11122.231554999998,4470.715122,4514.516432999999,2137.0,22.4,24906.0,240.91057100000003,198.390015,1728.222407,103.90732700000001,68.39799000000001,1435.2716519999997,118.221412,215.675581,106.89070500000001,156.46053,225.964589,131.81039700000002,79.576754,81.592629,251.871276,286.437641,158.41112300000003,769.9562760000001,77.688812,850.611907,123.66622199999999,269.61271600000003,47.908513
2017-04-01,9793.758584999998,3754.330118999999,3986.4284659999994,2053.0,18.9,20056.0,200.00752000000003,187.683278,1555.887972,93.03146400000001,52.179701,1251.3522420000002,107.26702300000001,210.529802,81.578439,136.511073,180.51031600000002,98.62605999999998,62.246565,65.936451,209.76801,238.96929999999998,117.844512,671.747233,71.38653599999999,714.153395,86.77932299999999,188.81190700000005,48.838305
2017-05-01,10795.213414999998,4524.024791000002,4137.188623999997,2134.0,15.9,22058.0,214.50422499999996,226.34742500000002,1845.225582,110.001683,54.463981,1440.521381,112.49715800000001,225.994679,91.33694,153.722501,177.05358299999997,101.467079,73.897717,74.499111,218.38707399999998,251.84658899999997,132.98865899999998,741.691564,79.105522,786.9377250000001,84.06529,188.505153,54.183657999999994
2017-06-01,11359.330661999997,5180.585334999995,4149.745327000001,2029.0,13.7,22987.0,227.126332,251.45742600000003,2081.62652,121.20402800000001,58.583669,1602.7682069999998,110.262963,233.97808799999999,100.632198,160.833168,159.76726700000003,107.438868,75.451929,87.51565400000001,225.934351,272.486938,155.420761,785.0393629999999,79.896887,829.803995,83.91726700000001,193.88162599999998,55.709013
2017-07-01,11796.425757000008,5460.6159250000055,4259.809832000003,2076.0,13.4,23529.0,228.839514,271.075736,2208.0486579999997,118.719961,59.155441,1716.717482,111.872616,245.158747,103.99154900000002,158.490583,165.85523400000002,113.30402000000001,76.604552,88.85914199999999,229.29457,281.95034899999996,165.16880600000002,810.4070220000001,80.346811,848.833605,85.747852,193.0023,57.574265999999994
2017-08-01,11107.250704999995,4767.354967999997,4209.895736999998,2130.0,15.2,21931.0,208.05547000000004,245.77363900000003,1934.724263,109.81386599999999,61.285737999999995,1535.9824910000002,109.876008,234.612378,102.635582,154.60432,167.49425800000003,102.907413,73.35661000000002,76.900492,219.924181,272.68512699999997,146.105431,756.658948,78.07694599999999,792.156524,89.981999,191.946561,55.879830999999996
2017-09-01,10348.584547999995,4217.808566999997,4048.775980999998,2082.0,15.9,20369.0,197.909961,217.184684,1721.829444,105.136538,62.828603,1375.039753,99.08320599999999,213.507259,99.51135900000001,149.84589400000002,179.82255600000002,99.28039100000002,70.418209,72.288641,205.362317,260.23524599999996,129.82721500000002,704.9755530000001,74.03998,721.6884570000001,92.872377,191.163434,51.794712
2017-10-01,10227.329312999997,3979.7582340000004,4117.571078999996,2130.0,18.2,19953.0,224.000595,193.91152499999998,1598.523208,103.63217399999999,64.320216,1298.991653,96.02665699999999,207.73064499999998,110.48737,163.680725,172.96676799999997,117.44154699999999,76.781229,80.29843000000001,208.621262,261.128677,131.50099400000002,700.8027429999999,70.976613,707.476307,102.91878699999998,208.82389800000004,50.419616
2017-11-01,10355.727486000002,4035.4164880000008,4174.310998000001,2146.0,20.6,21585.0,258.629269,180.92693000000003,1549.518421,102.96841699999999,68.82458100000001,1258.2977910000002,93.75615499999999,203.06435700000003,127.659098,168.51756400000002,161.644611,140.63476200000002,81.379075,89.976197,219.581644,269.36642600000005,153.790198,731.7802450000001,68.7577,744.19426,110.06580000000002,233.82580699999997,46.161202
2017-12-01,12024.595460999995,5216.357134999997,4704.238325999999,2104.0,24.7,24696.0,290.506096,210.96832299999997,1916.224249,115.44626099999999,77.005465,1534.495729,109.5972,221.340417,136.47934400000003,183.82300099999998,225.59894699999998,174.82469899999998,92.43359400000001,95.79752900000001,281.50756800000005,305.725588,195.07842600000004,833.400655,75.044788,924.4149289999999,156.42925599999998,336.02587,45.356307
2018-01-01,12350.183320000002,5468.423591,4781.012976000004,2100.7467529999985,26.1,25209.0,264.736398,217.08144499999997,2062.905213,115.504662,81.44688599999999,1626.872212,128.343567,262.38006299999995,123.52041899999998,177.75988299999997,196.97755899999999,168.294498,89.58546199999998,92.694213,306.183123,318.7121170000001,188.02677600000004,832.6164970000002,81.134046,983.0917290000001,147.860686,308.46641399999993,43.154795
2018-02-01,11404.202882000005,4963.781740000004,4408.788823999999,2031.632318000002,25.2,26320.0,244.38533699999996,201.879762,1833.676799,108.54311100000001,73.140837,1450.886947,128.972039,236.46292900000003,110.77990200000002,160.098281,192.66981999999993,156.79989400000002,75.787903,83.60979499999999,280.907229,292.7822999999999,176.663006,778.3962170000001,75.45947199999999,926.583411,132.424052,292.3840870000001,40.37693
2018-03-01,11247.242133000003,4492.917161000002,4548.828974,2205.4959980000017,22.4,22960.0,236.17877399999998,200.32219499999994,1755.8917959999999,107.32281100000003,71.253216,1427.5112479999998,119.753895,227.25899399999997,110.237459,161.77671399999997,206.67143399999998,144.086462,77.8571,85.761601,255.444877,279.04421,152.392528,775.2041470000001,76.65333600000001,850.3398450000001,127.40840100000001,278.58896899999996,48.495185
2018-04-01,10493.314584999998,4084.1097499999987,4264.1284,2145.076435,22.1,21763.0,226.776362,188.24655699999997,1596.8102239999998,95.947234,59.729352000000006,1310.827687,112.42148899999998,210.36620699999995,94.45256800000003,157.70450100000002,194.32763699999998,133.00025,73.65053900000001,76.72009000000001,234.99581800000004,242.65790199999998,123.78534,715.794615,70.624368,791.846086,123.47706,274.028366,48.831390000000006
2018-05-01,10665.461507,4282.679703000001,4231.739063999997,2151.0427400000026,16.6,21308.0,207.817548,221.351168,1775.8178090000001,102.480945,54.775907,1399.3660109999998,117.027713,220.77771900000002,88.492278,153.64848700000002,185.09379499999997,104.73320399999999,73.407631,72.488619,215.292586,244.32882800000002,130.858938,732.9034790000001,76.063956,763.3117100000001,95.706073,215.753386,53.97270700000001
2018-06-01,11925.61370699999,5589.553397999989,4313.850581,2022.209728000001,11.3,23831.0,239.22847000000004,280.65906700000005,2270.5954930000003,120.092695,56.953642,1721.178229,117.29031099999999,235.39102900000003,107.466302,173.571121,186.75061499999998,119.415892,82.569788,92.95939600000001,229.22854199999998,274.05826900000005,167.342131,848.11839,78.249977,862.2809990000001,83.72753099999998,208.217093,60.872834000000005
2018-07-01,12607.552722000002,6193.1102130000045,4395.043755000001,2019.398753999997,10.8,23776.0,254.12395599999996,302.10545700000006,2449.1224279999997,129.618607,59.358015,1877.369453,117.76800399999999,251.75462199999998,115.32242,181.689029,186.276649,130.64068099999997,87.723532,100.056423,243.655538,289.781964,180.583987,915.4825860000001,80.211924,914.2436570000001,86.722846,216.54129500000005,64.250292
2018-08-01,11720.547080999993,5379.214390999994,4295.048141000001,2046.2845489999982,12.4,23054.0,215.623218,278.482668,2187.850946,112.870509,59.42410500000001,1705.899132,111.833769,240.64545800000005,105.783967,161.440599,190.65105499999999,108.993089,76.979767,81.230637,228.382643,271.578506,151.29738700000001,823.203486,79.032528,843.8272559999999,85.945928,205.74125199999997,60.921392
2018-09-01,9777.819303999997,3911.158368,3911.350789999997,1955.310146,17.5,19541.0,208.455565,205.21599700000002,1567.674134,80.798376,58.283809999999995,1273.5765430000001,97.502452,209.98150000000004,97.873231,157.44200700000002,174.075198,111.05852499999999,71.913236,73.858037,198.104336,239.019525,121.51313800000001,659.8134570000001,71.500473,673.200618,91.75805899999999,209.267496,56.83523699999999
2018-10-01,9895.852264999992,3924.5687839999964,3989.3470899999957,1981.936391,17.8,18952.0,213.737631,195.08640400000002,1537.592232,85.581256,62.931149000000005,1252.033674,95.986028,209.72737000000004,104.16145999999999,163.648401,176.464361,114.32290199999998,75.30672899999999,74.62839699999999,203.778153,247.09150599999998,124.53416399999999,692.7418570000001,70.949826,692.0281620000001,105.889261,229.38152899999997,56.102211
2018-11-01,10029.029748999996,3999.2597339999984,4037.374409999996,1992.3956050000018,21.4,21190.0,236.868376,183.259432,1516.175592,85.537992,61.025381,1239.641909,92.613595,201.097541,116.94394899999999,161.180702,179.60877500000004,136.503405,76.148914,82.165914,217.638375,241.126218,144.552047,709.3356070000001,68.97939199999999,723.9638120000001,124.201871,257.161872,51.044519
2018-12-01,10808.319666999996,4616.875094999998,4326.4445719999985,1865.0,22.4,23100.0,256.782851,195.62202,1675.2015390000001,69.35436,67.804399,1355.850783,99.30063700000001,217.77529400000003,123.90581900000002,171.49534400000002,218.438207,160.618965,85.79994599999999,89.12967900000001,249.917684,279.224093,176.728679,787.193081,76.838162,836.281823,148.524384,300.665909,49.466149
